,N,dim,std,jump,jump_prob,ve,L2,L2_true
25,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00636
26,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00651
27,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00633
28,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00618
29,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00638
30,100,1,0.01,0.3,0.5,0.56899,3.61965,0.00635
31,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00632
32,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00662
33,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00615
34,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00642
35,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00623
36,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00632
37,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00624
38,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00643
39,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00659
40,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00685
41,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00626
42,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00633
43,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00631
44,100,1,0.01,0.3,0.5,0.56899,3.61977,0.00622
45,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00636
46,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00621
47,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00624
48,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00636
49,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00645
50,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00622
51,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00635
52,100,1,0.01,0.3,0.5,0.56899,3.61964,0.00646
53,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00629
54,100,1,0.01,0.3,0.5,0.56899,3.61971,0.0063
55,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00659
56,100,1,0.01,0.3,0.5,0.56899,3.61971,0.00621
57,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00631
58,100,1,0.01,0.3,0.5,0.56899,3.61971,0.00626
59,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00641
60,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00633
61,100,1,0.01,0.3,0.5,0.56899,3.61971,0.00623
62,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00645
63,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00644
64,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00652
65,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00644
66,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00635
67,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00643
68,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00628
69,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00628
70,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00653
71,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00665
72,100,1,0.01,0.3,0.5,0.56899,3.61965,0.00659
73,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00634
74,100,1,0.01,0.3,0.5,0.56899,3.61972,0.00625
75,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00633
76,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00644
77,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00639
78,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00698
79,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00633
80,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00643
81,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00632
82,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00643
83,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00657
84,100,1,0.01,0.3,0.5,0.56899,3.61965,0.00643
85,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00631
86,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00633
87,100,1,0.01,0.3,0.5,0.56899,3.6197,0.0063
88,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00623
89,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00619
90,100,1,0.01,0.3,0.5,0.56899,3.61965,0.00647
91,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00657
92,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00647
93,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00638
94,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00628
95,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00649
96,100,1,0.01,0.3,0.5,0.56899,3.61968,0.00648
97,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00638
98,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00628
99,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00674
0,100,1,0.01,0.3,0.5,0.47149,3.61904,0.00928
1,100,1,0.01,0.3,0.5,0.47149,3.61904,0.00908
2,100,1,0.01,0.3,0.5,0.47149,3.61902,0.00961
3,100,1,0.01,0.3,0.5,0.47149,3.61908,0.00915
4,100,1,0.01,0.3,0.5,0.47149,3.61904,0.00918
5,100,1,0.01,0.3,0.5,0.47149,3.61911,0.00904
6,100,1,0.01,0.3,0.5,0.47149,3.61906,0.00904
7,100,1,0.01,0.3,0.5,0.47149,3.61904,0.00897
8,100,1,0.01,0.3,0.5,0.47149,3.61906,0.00906
9,100,1,0.01,0.3,0.5,0.47149,3.61911,0.00919
10,100,1,0.01,0.3,0.5,0.47149,3.61904,0.00915
11,100,1,0.01,0.3,0.5,0.47149,3.61903,0.00942
12,100,1,0.01,0.3,0.5,0.47149,3.61905,0.00903
13,100,1,0.01,0.3,0.5,0.47149,3.61903,0.00918
14,100,1,0.01,0.3,0.5,0.47149,3.61902,0.00918
15,100,1,0.01,0.3,0.5,0.47149,3.61904,0.00902
16,100,1,0.01,0.3,0.5,0.47149,3.61907,0.00905
17,100,1,0.01,0.3,0.5,0.47149,3.61907,0.00945
18,100,1,0.01,0.3,0.5,0.47149,3.61907,0.00908
19,100,1,0.01,0.3,0.5,0.47149,3.61907,0.00906
20,100,1,0.01,0.3,0.5,0.47149,3.61903,0.009
21,100,1,0.01,0.3,0.5,0.47149,3.61906,0.009
22,100,1,0.01,0.3,0.5,0.47149,3.619,0.00949
23,100,1,0.01,0.3,0.5,0.47149,3.61908,0.00888
