#time(sec):	Om (Hz)	tswh0:	tswh1:	tswh2:	tswh3:	tswh4:	tswh5:	tswh6:	tswh7:	tswm0:	tswm1:	tswm2:	tswm3:	tswm4:	tswm5:	tswm6:	tswm7:	tswl0:	tswl1:	tswl2:	tswl3:	tswl4:	tswl5:	tswl6:	tswl7:
11512.8	0.0140	40.0938	40.1608	40.1465	40.2671	40.2828	40.1648	40.0736	40.0538	40.3486	40.3181	40.3109	40.3683	40.4215	40.4420	40.2961	40.2897	40.5532	40.6760	40.4487	40.4876	40.6859	40.6084	40.4907	40.4192
11516.2	0.0140	40.0752	40.1411	40.1400	40.2630	40.2779	40.1680	40.0819	40.0294	40.3425	40.3223	40.3136	40.3629	40.4396	40.4533	40.2971	40.2871	40.5574	40.6749	40.4500	40.5125	40.6956	40.6042	40.4932	40.4140
11519.6	0.0140	40.0553	40.1225	40.1378	40.2644	40.2743	40.1756	40.0984	40.0109	40.3351	40.3191	40.3202	40.3575	40.4500	40.4709	40.3033	40.2805	40.5574	40.6518	40.4475	40.5231	40.7066	40.6014	40.4957	40.4008
11523.1	0.0140	40.0442	40.1102	40.1356	40.2604	40.2730	40.1853	40.1256	39.9946	40.3202	40.3076	40.3242	40.3588	40.4642	40.4833	40.3106	40.2778	40.5546	40.6219	40.4437	40.5338	40.7127	40.6056	40.5008	40.4048
11526.5	0.0140	40.0392	40.0954	40.1302	40.2630	40.2767	40.1994	40.1670	39.9807	40.3054	40.2971	40.3175	40.3575	40.4811	40.4916	40.3179	40.2686	40.5461	40.5897	40.4362	40.5444	40.7248	40.6000	40.5072	40.4061
11529.9	0.0140	40.0405	40.0843	40.1269	40.2630	40.2828	40.2167	40.1990	39.9784	40.2943	40.2835	40.3030	40.3561	40.5031	40.4926	40.3262	40.2673	40.5390	40.5633	40.4275	40.5551	40.7297	40.5945	40.5123	40.4035
11533.3	0.0140	40.0392	40.0732	40.1215	40.2644	40.2902	40.2340	40.2263	39.9993	40.2833	40.2720	40.2897	40.3548	40.5122	40.4936	40.3314	40.2634	40.5248	40.5404	40.4126	40.5456	40.7443	40.6196	40.5186	40.3825
11536.8	0.0140	40.0368	40.0548	40.1171	40.2697	40.3085	40.2547	40.2441	40.0248	40.2771	40.2606	40.2751	40.3507	40.5018	40.4905	40.3398	40.2594	40.5163	40.5255	40.3939	40.5338	40.7602	40.6168	40.5275	40.3667
11540.5	0.0140	40.0380	40.0412	40.1193	40.2711	40.3147	40.2731	40.2608	40.0492	40.2709	40.2543	40.2645	40.3440	40.5031	40.4854	40.3481	40.2607	40.5064	40.5130	40.3753	40.5243	40.7663	40.6084	40.5326	40.3523
11543.9	0.0140	40.0516	40.0351	40.1204	40.2684	40.3196	40.2883	40.2739	40.0713	40.2673	40.2470	40.2619	40.3399	40.5265	40.4823	40.3533	40.2620	40.4993	40.5038	40.3579	40.5125	40.7883	40.6000	40.5326	40.3418
11547.3	0.0140	40.0653	40.0277	40.1225	40.2684	40.3232	40.3036	40.2786	40.0876	40.2636	40.2439	40.2540	40.3358	40.5564	40.4812	40.3565	40.2647	40.4937	40.4947	40.3418	40.4959	40.7993	40.6000	40.5313	40.3366
11550.7	0.0140	40.0814	40.0265	40.1236	40.2671	40.3453	40.3133	40.2786	40.1027	40.2648	40.2449	40.2434	40.3318	40.5824	40.4771	40.3585	40.2726	40.4923	40.4844	40.3269	40.4806	40.8029	40.6154	40.5339	40.3300
11554.1	0.0140	40.0963	40.0277	40.1258	40.2684	40.3637	40.3221	40.2775	40.1144	40.2673	40.2480	40.2341	40.3237	40.5928	40.4750	40.3606	40.2765	40.4894	40.4753	40.3158	40.4640	40.7932	40.6392	40.5326	40.3300
11557.5	0.0140	40.1050	40.0277	40.1313	40.2671	40.3895	40.3275	40.2751	40.1167	40.2697	40.2543	40.2302	40.3196	40.5824	40.4750	40.3617	40.2805	40.4866	40.4707	40.3108	40.4452	40.7700	40.6532	40.5313	40.3274
11561.0	0.0140	40.1087	40.0253	40.1324	40.2671	40.3981	40.3319	40.2656	40.1132	40.2746	40.2595	40.2236	40.3156	40.5655	40.4771	40.3638	40.2831	40.4852	40.4695	40.3108	40.4334	40.7382	40.6420	40.5301	40.3274
11564.4	0.0140	40.1087	40.0204	40.1378	40.2697	40.3969	40.3351	40.2489	40.1121	40.2759	40.2616	40.2156	40.3129	40.5473	40.4781	40.3658	40.2884	40.4795	40.4638	40.3133	40.4228	40.7042	40.6140	40.5352	40.3339
11568.0	0.0140	40.1037	40.0154	40.1465	40.2711	40.3895	40.3362	40.2394	40.1085	40.2820	40.2626	40.2090	40.3034	40.5265	40.4740	40.3711	40.2897	40.4795	40.4558	40.3121	40.4075	40.6725	40.5875	40.5466	40.3392
11571.4	0.0140	40.1000	40.0216	40.1574	40.2697	40.3846	40.3351	40.2358	40.1016	40.2820	40.2595	40.2130	40.2994	40.5096	40.4668	40.3773	40.2910	40.4753	40.4479	40.3071	40.3957	40.6422	40.5694	40.5657	40.3444
11574.8	0.0140	40.0925	40.0339	40.1684	40.2671	40.3809	40.3384	40.2382	40.1004	40.2820	40.2564	40.2117	40.2927	40.4953	40.4544	40.3846	40.2936	40.4767	40.4399	40.3046	40.3851	40.6179	40.5568	40.5823	40.3431
11578.3	0.0140	40.0938	40.0412	40.1815	40.2697	40.3723	40.3351	40.2418	40.0992	40.2783	40.2543	40.2104	40.2900	40.4798	40.4440	40.3888	40.2950	40.4711	40.4331	40.2997	40.3792	40.5986	40.5471	40.5976	40.3484
11581.7	0.0140	40.0987	40.0474	40.1979	40.2684	40.3674	40.3340	40.2441	40.0946	40.2771	40.2501	40.2156	40.2873	40.4655	40.4317	40.3930	40.2976	40.4682	40.4251	40.2972	40.3734	40.5756	40.5373	40.6040	40.3536
11585.1	0.0140	40.1099	40.0597	40.2110	40.2671	40.3637	40.3362	40.2453	40.1004	40.2783	40.2522	40.2196	40.2846	40.4539	40.4224	40.3951	40.3068	40.4654	40.4194	40.2960	40.3675	40.5623	40.5304	40.6117	40.3654
11588.5	0.0140	40.1186	40.0732	40.2231	40.2657	40.3600	40.3340	40.2501	40.1085	40.2783	40.2543	40.2275	40.2819	40.4448	40.4131	40.3982	40.3081	40.4612	40.4160	40.2935	40.3687	40.5623	40.5304	40.6180	40.3838
11591.9	0.0140	40.1286	40.0868	40.2329	40.2630	40.3551	40.3308	40.2525	40.1155	40.2820	40.2543	40.2368	40.2805	40.4358	40.4049	40.3993	40.3147	40.4612	40.4148	40.2910	40.3675	40.5659	40.5234	40.6232	40.4035
11595.5	0.0140	40.1385	40.1003	40.2428	40.2510	40.3478	40.3286	40.2513	40.1214	40.2894	40.2574	40.2447	40.2805	40.4267	40.3997	40.4013	40.3187	40.4612	40.4148	40.2885	40.3675	40.5719	40.5109	40.6347	40.4258
11599.0	0.0140	40.1472	40.1127	40.2483	40.2296	40.3429	40.3242	40.2501	40.1342	40.2980	40.2616	40.2513	40.2805	40.4215	40.3977	40.4034	40.3279	40.4668	40.4125	40.2861	40.3675	40.5756	40.5081	40.6385	40.4469
11602.4	0.0140	40.1547	40.1225	40.2515	40.2056	40.3257	40.3210	40.2548	40.1447	40.3079	40.2689	40.2593	40.2792	40.4138	40.3966	40.4066	40.3346	40.4654	40.4171	40.2873	40.3663	40.5792	40.5192	40.6436	40.4627
11605.8	0.0140	40.1634	40.1349	40.2548	40.1883	40.3147	40.3188	40.2644	40.1552	40.3165	40.2752	40.2685	40.2711	40.4099	40.3956	40.4097	40.3412	40.4668	40.4205	40.2848	40.3640	40.5877	40.5317	40.6487	40.4746
11609.2	0.0140	40.1709	40.1411	40.2537	40.1603	40.3232	40.3199	40.2727	40.1634	40.3178	40.2804	40.2818	40.2657	40.4060	40.3956	40.4128	40.3451	40.4696	40.4217	40.2885	40.3640	40.6022	40.5345	40.6513	40.4772
11612.6	0.0140	40.1821	40.1472	40.2515	40.1258	40.3269	40.3188	40.2786	40.1751	40.3252	40.2867	40.2977	40.2644	40.3970	40.3925	40.4139	40.3544	40.4711	40.4262	40.2972	40.3663	40.5998	40.5498	40.6539	40.4772
11616.1	0.0140	40.1945	40.1497	40.2450	40.0953	40.3171	40.3210	40.2834	40.1833	40.3264	40.2929	40.3096	40.2576	40.3841	40.3894	40.4170	40.3623	40.4711	40.4365	40.3108	40.3687	40.5913	40.5931	40.6500	40.4732
11619.5	0.0140	40.2020	40.1571	40.2373	40.0714	40.2926	40.3221	40.2739	40.1926	40.3301	40.2971	40.3122	40.2576	40.3635	40.3915	40.4212	40.3636	40.4767	40.4422	40.3182	40.3616	40.5804	40.6154	40.6423	40.4680
11623.1	0.0140	40.2133	40.1670	40.2220	40.0515	40.2718	40.3221	40.2596	40.1985	40.3313	40.3055	40.3109	40.2563	40.3454	40.3977	40.4243	40.3702	40.4753	40.4410	40.3244	40.3511	40.5635	40.6084	40.6308	40.4640
11626.5	0.0140	40.2208	40.1744	40.2055	40.0409	40.2498	40.3221	40.2537	40.2008	40.3301	40.3128	40.3149	40.2509	40.3274	40.4028	40.4264	40.3702	40.4809	40.4422	40.3319	40.3487	40.5453	40.6070	40.6180	40.4561
11630.1	0.0140	40.2283	40.1806	40.1913	40.0330	40.2242	40.3199	40.2525	40.2067	40.3338	40.3223	40.3003	40.2455	40.3132	40.4059	40.4275	40.3729	40.4824	40.4501	40.3418	40.3428	40.5103	40.6084	40.6078	40.4522
11633.5	0.0140	40.2345	40.1794	40.1782	40.0198	40.1925	40.3177	40.2406	40.2102	40.3363	40.3327	40.2857	40.2415	40.2940	40.4008	40.4243	40.3729	40.4894	40.4547	40.3455	40.3393	40.4802	40.5889	40.5963	40.4508
11636.9	0.0140	40.2407	40.1843	40.1684	40.0185	40.1791	40.3112	40.2263	40.2137	40.3338	40.3401	40.2725	40.2348	40.2811	40.3977	40.4202	40.3702	40.4923	40.4627	40.3505	40.3358	40.4646	40.5749	40.5849	40.4469
11640.4	0.0140	40.2420	40.1880	40.1564	40.0224	40.1925	40.3046	40.2121	40.2172	40.3375	40.3474	40.2579	40.2267	40.2721	40.3884	40.4149	40.3676	40.4937	40.4741	40.3654	40.3346	40.4574	40.5429	40.5721	40.4495
11643.8	0.0140	40.2482	40.1868	40.1422	40.0409	40.2108	40.2927	40.2049	40.2219	40.3375	40.3526	40.2540	40.2267	40.2773	40.3812	40.4097	40.3623	40.4979	40.4844	40.3852	40.3311	40.4538	40.5220	40.5594	40.4522
11647.2	0.0140	40.2482	40.1868	40.1334	40.0529	40.2254	40.2829	40.1978	40.2231	40.3400	40.3579	40.2526	40.2401	40.2811	40.3699	40.4055	40.3649	40.5022	40.4970	40.4076	40.3299	40.4489	40.5026	40.5466	40.4587
11650.9	0.0140	40.2520	40.1880	40.1400	40.0780	40.2425	40.2644	40.1836	40.2254	40.3449	40.3631	40.2513	40.2536	40.2850	40.3617	40.4003	40.3583	40.5078	40.5118	40.4250	40.3346	40.4501	40.4914	40.5339	40.4640
11654.3	0.0140	40.2583	40.1930	40.1433	40.1138	40.2620	40.2471	40.1646	40.2254	40.3486	40.3694	40.2526	40.2644	40.2914	40.3493	40.3940	40.3570	40.5135	40.5267	40.4375	40.3487	40.4465	40.4789	40.5224	40.4772
11657.7	0.0140	40.2620	40.2004	40.1411	40.1417	40.2853	40.2286	40.1492	40.2301	40.3536	40.3799	40.2712	40.2738	40.3004	40.3442	40.3878	40.3570	40.5206	40.5301	40.4425	40.3569	40.4465	40.4887	40.5135	40.4930
11661.1	0.0140	40.2620	40.2054	40.1443	40.1630	40.3000	40.2134	40.1339	40.2313	40.3610	40.3883	40.2857	40.2832	40.3120	40.3452	40.3773	40.3570	40.5262	40.5244	40.4462	40.3710	40.4465	40.5067	40.5085	40.5115
11664.5	0.0140	40.2520	40.2004	40.1520	40.1843	40.3000	40.1972	40.1185	40.2301	40.3659	40.3957	40.2937	40.2954	40.3209	40.3421	40.3638	40.3544	40.5319	40.5175	40.4537	40.3839	40.4441	40.5081	40.5008	40.5300
11668.0	0.0140	40.2370	40.1918	40.1564	40.2016	40.3049	40.1842	40.0960	40.2325	40.3746	40.4030	40.3016	40.3075	40.3209	40.3493	40.3492	40.3517	40.5347	40.5141	40.4624	40.3969	40.4453	40.4984	40.4919	40.5446
11671.4	0.0140	40.2283	40.1856	40.1629	40.2176	40.3171	40.1723	40.0654	40.2301	40.3758	40.4020	40.3175	40.3196	40.3184	40.3514	40.3366	40.3478	40.5347	40.5095	40.4711	40.4063	40.4453	40.4901	40.4805	40.5591
11674.8	0.0140	40.2233	40.1843	40.1727	40.2337	40.3294	40.1680	40.0394	40.2266	40.3783	40.3978	40.3321	40.3304	40.3094	40.3514	40.3231	40.3412	40.5319	40.5038	40.4861	40.4192	40.4477	40.4873	40.4691	40.5300
11678.4	0.0140	40.2220	40.1769	40.1869	40.2417	40.3404	40.1637	40.0147	40.2243	40.3758	40.3946	40.3388	40.3399	40.3055	40.3514	40.3117	40.3319	40.5362	40.5015	40.4999	40.4346	40.4465	40.4845	40.4577	40.5062
11681.8	0.0140	40.2158	40.1720	40.1979	40.2510	40.3343	40.1604	39.9795	40.2219	40.3746	40.3936	40.3374	40.3480	40.3055	40.3514	40.3002	40.3240	40.5390	40.5061	40.5124	40.4511	40.4513	40.4789	40.4501	40.4851
11685.3	0.0140	40.2133	40.1732	40.2012	40.2550	40.3355	40.1615	39.9654	40.2196	40.3746	40.3957	40.3335	40.3561	40.3145	40.3504	40.2857	40.3147	40.5433	40.5084	40.5211	40.4723	40.4670	40.4692	40.4425	40.4693
11688.7	0.0140	40.2083	40.1781	40.2066	40.2577	40.3404	40.1637	39.9607	40.2172	40.3758	40.3946	40.3374	40.3656	40.3235	40.3504	40.2753	40.3095	40.5461	40.5130	40.5249	40.4924	40.4923	40.4651	40.4336	40.4456
11692.1	0.0140	40.2083	40.1893	40.2154	40.2564	40.3441	40.1691	39.9537	40.2149	40.3758	40.3946	40.3428	40.3656	40.3325	40.3514	40.2649	40.3042	40.5475	40.5198	40.5324	40.5148	40.5128	40.4637	40.4247	40.4285
11695.5	0.0140	40.2120	40.1980	40.2241	40.2550	40.3490	40.1756	39.9396	40.2102	40.3746	40.3946	40.3520	40.3724	40.3390	40.3565	40.2607	40.2976	40.5475	40.5244	40.5436	40.5373	40.5260	40.4609	40.4146	40.4100
11699.0	0.0140	40.2233	40.2079	40.2351	40.2483	40.3527	40.1766	39.9373	40.2102	40.3746	40.3946	40.3600	40.3818	40.3480	40.3586	40.2545	40.2936	40.5461	40.5313	40.5562	40.5539	40.5393	40.4595	40.4045	40.3982
11702.4	0.0140	40.2345	40.2165	40.2439	40.2403	40.3539	40.1766	39.9373	40.2079	40.3771	40.3967	40.3693	40.3900	40.3531	40.3627	40.2535	40.2871	40.5418	40.5336	40.5612	40.5681	40.5478	40.4595	40.4007	40.3811
11706.0	0.0140	40.2445	40.2252	40.2494	40.2310	40.3600	40.1777	39.9408	40.2067	40.3746	40.3967	40.3813	40.4049	40.3673	40.3678	40.2514	40.2857	40.5333	40.5336	40.5649	40.5776	40.5538	40.4623	40.3906	40.3615
11709.4	0.0140	40.2570	40.2339	40.2548	40.2190	40.3662	40.1799	39.9490	40.2055	40.3746	40.3999	40.3946	40.4184	40.3854	40.3668	40.2483	40.2805	40.5277	40.5313	40.5750	40.5835	40.5574	40.4692	40.3868	40.3392
11712.8	0.0140	40.2633	40.2451	40.2537	40.2123	40.3686	40.1831	39.9466	40.2032	40.3758	40.4020	40.4039	40.4252	40.4060	40.3658	40.2452	40.2752	40.5192	40.5221	40.5862	40.5966	40.5574	40.4706	40.3805	40.3287
11716.2	0.0140	40.2658	40.2600	40.2581	40.2243	40.3674	40.1864	39.9513	40.1950	40.3746	40.4009	40.4093	40.4333	40.4215	40.3596	40.2441	40.2713	40.5121	40.5141	40.5938	40.6061	40.5610	40.4762	40.3754	40.3182
11719.6	0.0140	40.2695	40.2550	40.2647	40.2417	40.3650	40.1907	39.9783	40.1880	40.3734	40.4009	40.4159	40.4401	40.4383	40.3535	40.2410	40.2660	40.5050	40.5072	40.6038	40.6203	40.5647	40.4775	40.3704	40.3091
11723.1	0.0140	40.2708	40.2463	40.2669	40.2604	40.3625	40.1929	39.9842	40.1880	40.3746	40.3988	40.4199	40.4469	40.4526	40.3452	40.2369	40.2607	40.4965	40.4981	40.5963	40.6346	40.5683	40.4831	40.3691	40.3012
11726.5	0.0140	40.2670	40.2339	40.2647	40.2844	40.3613	40.1950	39.9865	40.1962	40.3721	40.3946	40.4239	40.4523	40.4642	40.3380	40.2327	40.2515	40.4880	40.4901	40.5737	40.6525	40.5731	40.4845	40.3653	40.2895
11729.9	0.0140	40.2608	40.2277	40.2669	40.3126	40.3797	40.1896	39.9994	40.2020	40.3709	40.3915	40.4252	40.4591	40.4759	40.3319	40.2255	40.2462	40.4767	40.4787	40.5649	40.6548	40.5731	40.4803	40.3628	40.2764
11733.6	0.0140	40.2545	40.2240	40.2757	40.3354	40.3981	40.1831	40.0006	40.2114	40.3697	40.3873	40.4252	40.4646	40.4850	40.3186	40.2203	40.2357	40.4640	40.4638	40.5562	40.6548	40.5744	40.4734	40.3628	40.2764
11737.0	0.0140	40.2445	40.2240	40.2834	40.3488	40.4055	40.1766	40.0218	40.2219	40.3684	40.3852	40.4226	40.4686	40.4850	40.3073	40.2141	40.2292	40.4555	40.4570	40.5399	40.6715	40.5768	40.4567	40.3615	40.2777
11740.5	0.0140	40.2370	40.2252	40.2911	40.3622	40.4031	40.1691	40.0489	40.2301	40.3635	40.3820	40.4186	40.4755	40.4824	40.2970	40.2089	40.2226	40.4456	40.4456	40.5224	40.6727	40.5937	40.4415	40.3615	40.2829
11743.9	0.0140	40.2257	40.2277	40.2955	40.3730	40.4018	40.1594	40.0748	40.2348	40.3610	40.3778	40.4093	40.4823	40.4824	40.2878	40.2068	40.2173	40.4372	40.4353	40.5086	40.6703	40.6082	40.4304	40.3615	40.2895
11747.3	0.0140	40.2183	40.2252	40.3010	40.3756	40.4068	40.1550	40.0925	40.2336	40.3548	40.3747	40.3973	40.4836	40.4875	40.2827	40.2037	40.2134	40.4315	40.4228	40.5011	40.6644	40.6107	40.4249	40.3603	40.2934
11750.8	0.0140	40.2145	40.2227	40.3031	40.3770	40.4141	40.1561	40.0984	40.2383	40.3486	40.3715	40.3893	40.4863	40.4953	40.2776	40.2027	40.2094	40.4216	40.4148	40.4986	40.6572	40.6131	40.4318	40.3615	40.2947
11754.2	0.0140	40.2145	40.2240	40.3064	40.3797	40.4191	40.1583	40.1031	40.2313	40.3474	40.3673	40.3813	40.4863	40.4927	40.2735	40.2027	40.2055	40.4174	40.4080	40.5049	40.6596	40.6276	40.4415	40.3615	40.2999
11757.7	0.0140	40.2133	40.2252	40.3064	40.3783	40.4203	40.1615	40.0949	40.2172	40.3412	40.3600	40.3800	40.4891	40.4914	40.2765	40.2048	40.2055	40.4104	40.4080	40.5111	40.6644	40.6313	40.4498	40.3628	40.2960
11761.3	0.0140	40.2120	40.2252	40.3031	40.3824	40.4215	40.1658	40.0913	40.2044	40.3400	40.3558	40.3893	40.4904	40.4953	40.2878	40.2079	40.2055	40.4033	40.4046	40.5136	40.6596	40.6301	40.4498	40.3590	40.2986
11764.7	0.0140	40.2108	40.2265	40.3021	40.3837	40.4240	40.1766	40.0913	40.1962	40.3363	40.3526	40.3959	40.4836	40.4992	40.2981	40.2079	40.2068	40.3977	40.4000	40.5149	40.6536	40.6264	40.4512	40.3577	40.2986
11768.1	0.0140	40.2108	40.2314	40.3010	40.3891	40.4228	40.1842	40.1114	40.1950	40.3351	40.3495	40.4053	40.4755	40.5005	40.3083	40.2079	40.2016	40.3920	40.3932	40.5049	40.6477	40.6240	40.4512	40.3540	40.2934
11771.5	0.0140	40.2133	40.2351	40.3042	40.3904	40.4055	40.1940	40.1173	40.1938	40.3338	40.3463	40.4212	40.4741	40.5070	40.3216	40.2089	40.2016	40.3864	40.3852	40.4974	40.6429	40.6252	40.4443	40.3464	40.2881
11774.9	0.0140	40.2158	40.2413	40.3108	40.3931	40.4031	40.2048	40.1149	40.1903	40.3351	40.3443	40.4252	40.4727	40.5122	40.3309	40.2089	40.2029	40.3822	40.3773	40.4886	40.6394	40.6228	40.4304	40.3413	40.2842
11778.4	0.0140	40.2170	40.2438	40.3163	40.3931	40.4043	40.2189	40.1220	40.1786	40.3338	40.3401	40.4319	40.4727	40.5161	40.3463	40.2110	40.2016	40.3766	40.3739	40.4761	40.6358	40.6191	40.4193	40.3413	40.2829
11781.8	0.0140	40.2170	40.2513	40.3229	40.3945	40.4141	40.2330	40.1315	40.1634	40.3326	40.3380	40.4319	40.4714	40.5161	40.3555	40.2130	40.2016	40.3723	40.3682	40.4687	40.6310	40.6107	40.4235	40.3388	40.2816
11785.2	0.0140	40.2120	40.2550	40.3262	40.3972	40.4252	40.2460	40.1398	40.1564	40.3326	40.3369	40.4306	40.4673	40.5213	40.3617	40.2151	40.2003	40.3723	40.3625	40.4724	40.6275	40.6022	40.4207	40.3376	40.2790
11788.8	0.0140	40.1983	40.2587	40.3306	40.3999	40.4314	40.2568	40.1445	40.1494	40.3313	40.3348	40.4332	40.4619	40.5239	40.3627	40.2193	40.1976	40.3681	40.3603	40.4711	40.6334	40.5913	40.4193	40.3388	40.2790
11792.2	0.0140	40.1771	40.2612	40.3339	40.4052	40.4326	40.2633	40.1469	40.1400	40.3289	40.3348	40.4373	40.4591	40.5213	40.3658	40.2244	40.1976	40.3681	40.3637	40.4774	40.6417	40.5840	40.4207	40.3363	40.2751
11795.6	0.0140	40.1572	40.2625	40.3384	40.4066	40.4277	40.2666	40.1575	40.1377	40.3240	40.3317	40.4399	40.4578	40.5135	40.3637	40.2296	40.1937	40.3681	40.3693	40.4936	40.6465	40.5828	40.4235	40.3338	40.2685
11799.1	0.0140	40.1385	40.2612	40.3461	40.4079	40.4166	40.2699	40.1682	40.1319	40.3178	40.3202	40.4386	40.4632	40.5083	40.3648	40.2358	40.1950	40.3653	40.3841	40.5074	40.6417	40.5768	40.4235	40.3363	40.2659
11802.5	0.0140	40.1248	40.2525	40.3516	40.4052	40.4129	40.2709	40.1694	40.1155	40.3104	40.3076	40.4399	40.4646	40.5057	40.3689	40.2431	40.1963	40.3667	40.4034	40.5149	40.6394	40.5744	40.4207	40.3388	40.2685
11805.9	0.0140	40.1137	40.2413	40.3571	40.4106	40.3883	40.2709	40.1623	40.1027	40.3054	40.2982	40.4386	40.4686	40.5057	40.3709	40.2472	40.1989	40.3639	40.4182	40.5274	40.6394	40.5695	40.4193	40.3413	40.2738
11809.3	0.0140	40.1037	40.2364	40.3626	40.4174	40.3908	40.2688	40.1504	40.0887	40.2980	40.2888	40.4266	40.4755	40.5044	40.3730	40.2514	40.2003	40.3639	40.4308	40.5361	40.6382	40.5659	40.4193	40.3426	40.2803
11812.8	0.0140	40.0963	40.2339	40.3681	40.4241	40.3711	40.2644	40.1398	40.0829	40.2931	40.2783	40.3973	40.4782	40.5031	40.3761	40.2555	40.2003	40.3597	40.4422	40.5461	40.6358	40.5659	40.4180	40.3476	40.2829
11816.4	0.0140	40.0888	40.2339	40.3703	40.4227	40.3416	40.2666	40.1208	40.0852	40.2882	40.2689	40.3707	40.4727	40.4992	40.3761	40.2587	40.1989	40.3583	40.4673	40.5549	40.6394	40.5695	40.4180	40.3489	40.2842
11819.8	0.0140	40.0863	40.2364	40.3714	40.4093	40.3306	40.2677	40.0972	40.0852	40.2833	40.2595	40.3534	40.4714	40.4992	40.3791	40.2597	40.2029	40.3555	40.4844	40.5562	40.6477	40.5683	40.4166	40.3514	40.2855
11823.2	0.0140	40.0863	40.2401	40.3692	40.3999	40.3245	40.2677	40.1008	40.0794	40.2796	40.2553	40.3414	40.4686	40.4966	40.3791	40.2576	40.2003	40.3555	40.4924	40.5499	40.6536	40.5756	40.4180	40.3527	40.2868
11826.6	0.0140	40.0876	40.2376	40.3648	40.3904	40.3159	40.2655	40.1019	40.0690	40.2783	40.2501	40.3388	40.4673	40.4914	40.3791	40.2545	40.1989	40.3498	40.4981	40.5474	40.6572	40.5961	40.4207	40.3540	40.2855
11830.1	0.0140	40.0950	40.2351	40.3582	40.3837	40.2902	40.2633	40.1031	40.0573	40.2759	40.2459	40.3361	40.4686	40.4901	40.3730	40.2514	40.1950	40.3498	40.5015	40.5411	40.6548	40.6179	40.4263	40.3540	40.2855
11833.6	0.0140	40.1025	40.2289	40.3527	40.3716	40.2938	40.2633	40.1055	40.0503	40.2759	40.2418	40.3401	40.4673	40.4888	40.3689	40.2483	40.1963	40.3470	40.5050	40.5386	40.6608	40.6313	40.4360	40.3527	40.2842
11837.0	0.0140	40.1099	40.2289	40.3461	40.3622	40.3134	40.2601	40.1090	40.0434	40.2783	40.2397	40.3454	40.4686	40.4850	40.3637	40.2504	40.1924	40.3484	40.5072	40.5386	40.6715	40.6495	40.4554	40.3527	40.2868
11840.4	0.0140	40.1174	40.2227	40.3373	40.3528	40.3257	40.2579	40.1173	40.0364	40.2796	40.2366	40.3467	40.4714	40.4824	40.3648	40.2514	40.1950	40.3498	40.5152	40.5324	40.6739	40.6713	40.4678	40.3577	40.2921
11844.2	0.0140	40.1248	40.2289	40.3351	40.3474	40.3343	40.2557	40.1421	40.0352	40.2796	40.2366	40.3507	40.4686	40.4798	40.3709	40.2514	40.1937	40.3512	40.5221	40.5261	40.6656	40.6908	40.4720	40.3641	40.2986
11847.6	0.0140	40.1310	40.2351	40.3339	40.3300	40.3367	40.2525	40.1623	40.0341	40.2783	40.2355	40.3600	40.4700	40.4798	40.3802	40.2545	40.1937	40.3555	40.5278	40.5311	40.6620	40.6956	40.4720	40.3678	40.3091
11851.1	0.0140	40.1335	40.2376	40.3317	40.2911	40.3404	40.2514	40.1788	40.0318	40.2808	40.2366	40.3693	40.4727	40.4824	40.3925	40.2618	40.1937	40.3639	40.5301	40.5261	40.6501	40.6896	40.4734	40.3754	40.3169
11854.6	0.0140	40.1348	40.2413	40.3306	40.2711	40.3404	40.2557	40.2109	40.0376	40.2808	40.2387	40.3747	40.4714	40.4798	40.4049	40.2701	40.1924	40.3681	40.5324	40.5236	40.6406	40.6932	40.4748	40.3817	40.3130
11858.0	0.0140	40.1360	40.2438	40.3306	40.2550	40.3429	40.2590	40.2287	40.0445	40.2783	40.2397	40.3747	40.4714	40.4772	40.4162	40.2784	40.1937	40.3737	40.5347	40.5224	40.6322	40.6847	40.4942	40.3893	40.3117
11861.4	0.0140	40.1335	40.2438	40.3362	40.2510	40.3478	40.2666	40.2453	40.0562	40.2759	40.2397	40.3720	40.4714	40.4759	40.4265	40.2867	40.1950	40.3794	40.5381	40.5199	40.6227	40.6689	40.5039	40.3944	40.3104
11864.8	0.0140	40.1273	40.2401	40.3373	40.2564	40.3514	40.2753	40.2525	40.0666	40.2734	40.2428	40.3733	40.4686	40.4759	40.4317	40.2961	40.1989	40.3850	40.5565	40.5149	40.6215	40.6786	40.5123	40.4032	40.3222
11868.3	0.0140	40.1199	40.2327	40.3351	40.2644	40.3564	40.2872	40.2584	40.0748	40.2709	40.2470	40.3773	40.4686	40.4811	40.4399	40.3054	40.2042	40.3878	40.5897	40.5136	40.6263	40.6969	40.5137	40.4058	40.3300
11871.9	0.0140	40.1112	40.2252	40.3306	40.2751	40.3625	40.2970	40.2667	40.0783	40.2673	40.2512	40.3880	40.4686	40.4837	40.4461	40.3158	40.2108	40.3906	40.5943	40.5261	40.6287	40.7090	40.5151	40.4133	40.3366
11875.3	0.0140	40.0975	40.2203	40.3262	40.2844	40.3662	40.3057	40.2763	40.0841	40.2623	40.2491	40.3959	40.4646	40.4824	40.4595	40.3262	40.2134	40.3906	40.5863	40.5311	40.6203	40.7102	40.5123	40.4159	40.3379
