,N,dim,std,jump,jump_prob,ve,L2,L2_true
18,2,1,0.01,0.3,0.5,0.01,3.60475,0.71688
19,2,1,0.01,0.3,0.5,0.01,3.6369,0.95404
20,2,1,0.01,0.3,0.5,0.01,3.64254,0.9664
21,2,1,0.01,0.3,0.5,0.01,3.63454,0.94217
22,2,1,0.01,0.3,0.5,0.01,3.63819,0.95709
23,2,1,0.01,0.3,0.5,0.01,3.60883,0.71693
24,2,1,0.01,0.3,0.5,0.01,3.63526,0.93105
25,2,1,0.01,0.3,0.5,0.01,3.62444,0.8017
26,2,1,0.01,0.3,0.5,0.01,3.8185,1.39649
27,2,1,0.01,0.3,0.5,0.01,3.63188,0.92039
28,2,1,0.01,0.3,0.5,0.01,3.60772,0.73861
29,2,1,0.01,0.3,0.5,0.01,3.60141,0.69639
30,2,1,0.01,0.3,0.5,0.01,3.59841,0.66285
31,2,1,0.01,0.3,0.5,0.01,3.82471,1.41411
32,2,1,0.01,0.3,0.5,0.01,3.63088,0.9192
33,2,1,0.01,0.3,0.5,0.01,3.63298,0.93942
34,2,1,0.01,0.3,0.5,0.01,3.63474,0.94134
35,2,1,0.01,0.3,0.5,0.01,3.63848,0.96251
36,2,1,0.01,0.3,0.5,0.01,3.62726,0.89538
37,2,1,0.01,0.3,0.5,0.01,3.62262,0.79599
38,2,1,0.01,0.3,0.5,0.01,3.63904,0.94561
39,2,1,0.01,0.3,0.5,0.01,3.60546,0.75452
40,2,1,0.01,0.3,0.5,0.01,3.62282,0.79824
41,2,1,0.01,0.3,0.5,0.01,3.63587,0.94202
42,2,1,0.01,0.3,0.5,0.01,3.73326,1.15972
43,2,1,0.01,0.3,0.5,0.01,3.72002,1.11833
44,2,1,0.01,0.3,0.5,0.01,3.80779,1.36803
45,2,1,0.01,0.3,0.5,0.01,3.63698,0.95223
46,2,1,0.01,0.3,0.5,0.01,3.63643,0.95242
47,2,1,0.01,0.3,0.5,0.01,3.8226,1.41084
48,2,1,0.01,0.3,0.5,0.01,3.63798,0.95885
49,2,1,0.01,0.3,0.5,0.01,3.69731,1.04386
50,2,1,0.01,0.3,0.5,0.01,3.63488,0.94781
51,2,1,0.01,0.3,0.5,0.01,3.64058,0.94865
52,2,1,0.01,0.3,0.5,0.01,3.81999,1.40138
53,2,1,0.01,0.3,0.5,0.01,3.63559,0.91935
54,2,1,0.01,0.3,0.5,0.01,3.64072,0.9522
55,2,1,0.01,0.3,0.5,0.01,3.63543,0.94884
56,2,1,0.01,0.3,0.5,0.01,3.60793,0.71537
57,2,1,0.01,0.3,0.5,0.01,3.61794,0.83756
58,2,1,0.01,0.3,0.5,0.01,3.64117,0.96922
59,2,1,0.01,0.3,0.5,0.01,3.63888,0.96099
60,2,1,0.01,0.3,0.5,0.01,3.66435,0.92769
61,2,1,0.01,0.3,0.5,0.01,3.62302,0.79828
62,2,1,0.01,0.3,0.5,0.01,3.62411,0.79935
63,2,1,0.01,0.3,0.5,0.01,3.61107,0.78703
64,2,1,0.01,0.3,0.5,0.01,3.62122,0.79079
65,2,1,0.01,0.3,0.5,0.01,3.63574,0.94961
66,2,1,0.01,0.3,0.5,0.01,3.6935,1.03295
67,2,1,0.01,0.3,0.5,0.01,3.61037,0.74993
68,2,1,0.01,0.3,0.5,0.01,3.63578,0.94769
69,2,1,0.01,0.3,0.5,0.01,3.82209,1.40818
70,2,1,0.01,0.3,0.5,0.01,3.60641,0.74609
71,2,1,0.01,0.3,0.5,0.01,3.61497,0.76843
72,2,1,0.01,0.3,0.5,0.01,3.60141,0.69209
73,2,1,0.01,0.3,0.5,0.01,3.63043,0.90203
74,2,1,0.01,0.3,0.5,0.01,3.81577,1.39013
75,2,1,0.01,0.3,0.5,0.01,3.60781,0.73668
76,2,1,0.01,0.3,0.5,0.01,3.63823,0.96071
77,2,1,0.01,0.3,0.5,0.01,3.63166,0.92425
78,2,1,0.01,0.3,0.5,0.01,3.64801,0.98854
79,2,1,0.01,0.3,0.5,0.01,3.81548,1.38686
80,2,1,0.01,0.3,0.5,0.01,3.60743,0.68668
81,2,1,0.01,0.3,0.5,0.01,3.63078,0.91961
82,2,1,0.01,0.3,0.5,0.01,3.61839,0.78026
83,2,1,0.01,0.3,0.5,0.01,3.63174,0.91967
84,2,1,0.01,0.3,0.5,0.01,3.63384,0.9419
85,2,1,0.01,0.3,0.5,0.01,3.61637,0.72782
86,2,1,0.01,0.3,0.5,0.01,3.62054,0.74614
87,2,1,0.01,0.3,0.5,0.01,3.6243,0.80144
88,2,1,0.01,0.3,0.5,0.01,3.64214,0.97141
89,2,1,0.01,0.3,0.5,0.01,3.63139,0.92182
90,2,1,0.01,0.3,0.5,0.01,3.63593,0.93101
91,2,1,0.01,0.3,0.5,0.01,3.7592,1.23417
92,2,1,0.01,0.3,0.5,0.01,3.63888,0.96314
93,2,1,0.01,0.3,0.5,0.01,3.62253,0.79423
94,2,1,0.01,0.3,0.5,0.01,3.60016,0.65606
